invoice_id,invoice_number,vendor_id,gl_transaction_id,invoice_date,amount
INV-4250,N-4006,VEN-1938,GL-4250,2024-04-01,2301.38
INV-4251,A-4003,VEN-1369,GL-4251,2024-04-01,2591.32
INV-4252,A-4006,VEN-2148,GL-4252,2024-04-01,669.09
INV-4253,R-4006,VEN-2185,GL-4253,2024-04-01,3435.32
INV-4254,N-4003,VEN-1183,GL-4254,2024-04-01,4730.8
INV-4255,INV-4003,VEN-1922,GL-4255,2024-04-01,3302.06
INV-4256,B-4009,VEN-2227,GL-4256,2024-04-01,4708.51
INV-4257,R-4003,VEN-1136,GL-4257,2024-04-01,1031.42
INV-4258,B-4003,VEN-1213,GL-4258,2024-04-01,192.66
INV-4259,INV-4006,VEN-1241,GL-4259,2024-04-01,2286.88
INV-4260,N-4006,VEN-2171,GL-4260,2024-04-02,2893.67
INV-4261,B-4009,VEN-2016,GL-4261,2024-04-02,385.64
INV-4262,N-4003,VEN-1218,GL-4262,2024-04-02,9507.51
INV-4263,A-4009,VEN-1556,GL-4263,2024-04-02,1890.93
INV-4264,B-4003,VEN-2235,GL-4264,2024-04-02,2373.61
INV-4265,B-4006,VEN-1614,GL-4265,2024-04-02,4630.44
INV-4266,R-4009,VEN-1863,GL-4266,2024-04-02,3433.99
INV-4267,B-4006,VEN-2029,GL-4267,2024-04-02,4929.96
INV-4268,A-4006,VEN-1813,GL-4268,2024-04-02,1022.55
INV-4269,N-4003,VEN-1021,GL-4269,2024-04-02,1382.45
INV-4270,INV-4006,VEN-1341,GL-4270,2024-04-02,1001.43
INV-4271,A-4006,VEN-2039,GL-4271,2024-04-02,2393.25
INV-4272,INV-4003,VEN-1490,GL-4272,2024-04-02,2589.16
INV-4273,INV-4003,VEN-2172,GL-4273,2024-04-02,4500.66
INV-4274,B-4003,VEN-1189,GL-4274,2024-04-02,2147.65
INV-4275,N-4006,VEN-2239,GL-4275,2024-04-02,1070.48
INV-4276,N-4036,VEN-1939,GL-4276,2024-04-03,2397.72
INV-4277,R-4024,VEN-1899,GL-4277,2024-04-03,2919.59
INV-4278,N-4006,VEN-1697,GL-4278,2024-04-03,4409.44
INV-4279,N-4012,VEN-1549,GL-4279,2024-04-03,4700.27
INV-4280,A-4006,VEN-1831,GL-4280,2024-04-03,636.72
INV-4281,B-4012,VEN-1586,GL-4281,2024-04-03,3728.4
INV-4282,N-4006,VEN-1329,GL-4282,2024-04-03,4643.48
INV-4283,N-4003,VEN-2237,GL-4283,2024-04-03,1668.5
INV-4284,A-4003,VEN-1748,GL-4284,2024-04-03,1540.54
INV-4285,INV-4015,VEN-1202,GL-4285,2024-04-03,5518.19
INV-4286,N-4006,VEN-2241,GL-4286,2024-04-03,4410.88
INV-4287,INV-4015,VEN-1512,GL-4287,2024-04-03,2817.03
INV-4288,INV-4003,VEN-1515,GL-4288,2024-04-03,6986.86
INV-4289,A-4003,VEN-1376,GL-4289,2024-04-03,1258.62
INV-4290,INV-4006,VEN-1497,GL-4290,2024-04-03,6371.38
INV-4291,INV-4003,VEN-2012,GL-4291,2024-04-03,2072.52
INV-4292,N-4006,VEN-1261,GL-4292,2024-04-03,2646.26
INV-4293,INV-4006,VEN-1115,GL-4293,2024-04-03,4597.5
INV-4294,B-4003,VEN-1911,GL-4294,2024-04-03,178.52
INV-4295,B-4003,VEN-2137,GL-4295,2024-04-03,4566.25
INV-4296,R-4027,VEN-1899,GL-4296,2024-04-04,1331.42
INV-4297,R-4006,VEN-1914,GL-4297,2024-04-04,2714.32
INV-4298,B-4006,VEN-1610,GL-4298,2024-04-04,4985.14
INV-4299,B-4003,VEN-1762,GL-4299,2024-04-04,4606.53
INV-4300,A-4003,VEN-1354,GL-4300,2024-04-04,5657.32
INV-4301,B-4003,VEN-1656,GL-4301,2024-04-04,2093.62
INV-4302,A-4006,VEN-1354,GL-4302,2024-04-04,4920.32
INV-4303,INV-4003,VEN-2057,GL-4303,2024-04-04,1390.32
INV-4304,R-4003,VEN-1159,GL-4304,2024-04-04,6683.96
INV-4305,A-4006,VEN-1816,GL-4305,2024-04-04,6088.49
INV-4306,A-4009,VEN-1708,GL-4306,2024-04-04,5123.7
INV-4307,B-4003,VEN-1240,GL-4307,2024-04-04,665.41
INV-4308,INV-4006,VEN-2163,GL-4308,2024-04-04,1194.99
INV-4309,R-4003,VEN-1445,GL-4309,2024-04-04,1921.65
INV-4310,N-4003,VEN-2154,GL-4310,2024-04-04,1570.64
INV-4311,N-4003,VEN-1019,GL-4311,2024-04-04,7489.41
INV-4312,A-4006,VEN-1485,GL-4312,2024-04-04,5737.58
INV-4313,B-4003,VEN-1274,GL-4313,2024-04-04,1680.03
INV-4314,B-4003,VEN-1968,GL-4314,2024-04-04,1722.12
INV-4315,INV-4009,VEN-1497,GL-4315,2024-04-04,6371.38
INV-4316,B-4006,VEN-1878,GL-4316,2024-04-05,1514.98
INV-4317,INV-4003,VEN-1407,GL-4317,2024-04-05,2572.05
INV-4318,INV-4003,VEN-1844,GL-4318,2024-04-05,2201.29
INV-4319,INV-4006,VEN-1305,GL-4319,2024-04-05,2048.94
INV-4320,N-4006,VEN-1024,GL-4320,2024-04-05,2309.9
INV-4321,INV-4006,VEN-1476,GL-4321,2024-04-05,4407.41
INV-4322,B-4003,VEN-1735,GL-4322,2024-04-05,2497.57
INV-4323,A-4006,VEN-1615,GL-4323,2024-04-05,2784.67
INV-4324,N-4009,VEN-1538,GL-4324,2024-04-05,955.51
INV-4325,N-4003,VEN-1861,GL-4325,2024-04-05,548.31
INV-4326,N-4003,VEN-1050,GL-4326,2024-04-05,2146.75
INV-4327,B-4006,VEN-1022,GL-4327,2024-04-05,7736.04
INV-4328,INV-4006,VEN-2181,GL-4328,2024-04-05,5054.61
INV-4329,R-4003,VEN-1511,GL-4329,2024-04-05,1336.95
INV-4330,B-4003,VEN-1625,GL-4330,2024-04-05,5341.27
INV-4331,INV-4003,VEN-2240,GL-4331,2024-04-05,3413.53
INV-4332,R-4009,VEN-1991,GL-4332,2024-04-05,1421.09
INV-4333,N-4006,VEN-1295,GL-4333,2024-04-05,3847.21
INV-4334,R-4006,VEN-1548,GL-4334,2024-04-05,4319.8
INV-4335,N-4003,VEN-1994,GL-4335,2024-04-05,3421.88
INV-4336,N-4009,VEN-2115,GL-4336,2024-04-08,3033.81
INV-4337,A-4009,VEN-1880,GL-4337,2024-04-08,5223.97
INV-4338,R-4003,VEN-1969,GL-4338,2024-04-08,266.19
INV-4339,R-4006,VEN-2086,GL-4339,2024-04-08,3457.65
INV-4340,B-4003,VEN-1561,GL-4340,2024-04-08,4840.24
INV-4341,R-4006,VEN-1199,GL-4341,2024-04-08,1792.29
INV-4342,B-4003,VEN-1588,GL-4342,2024-04-08,7858.23
INV-4343,N-4003,VEN-2243,GL-4343,2024-04-08,866.78
INV-4344,INV-4006,VEN-1446,GL-4344,2024-04-08,2178.6
INV-4345,B-4003,VEN-1028,GL-4345,2024-04-08,2505.84
INV-4346,INV-4003,VEN-1799,GL-4346,2024-04-08,1491.93
INV-4347,R-4009,VEN-1091,GL-4347,2024-04-08,3227.09
INV-4348,R-4009,VEN-1778,GL-4348,2024-04-08,8401.22
INV-4349,R-4003,VEN-2034,GL-4349,2024-04-08,1591.92
INV-4350,N-4003,VEN-1903,GL-4350,2024-04-08,5085.91
INV-4351,R-4003,VEN-1402,GL-4351,2024-04-08,2120.07
INV-4352,INV-4003,VEN-1518,GL-4352,2024-04-08,537.2
INV-4353,R-4003,VEN-1314,GL-4353,2024-04-08,768.76
INV-4354,R-4006,VEN-1167,GL-4354,2024-04-08,702.64
INV-4355,B-4003,VEN-1895,GL-4355,2024-04-08,3494.66
INV-4356,N-4003,VEN-1801,GL-4356,2024-04-08,3134.36
INV-4357,N-4006,VEN-1210,GL-4357,2024-04-08,1656.22
INV-4358,R-4003,VEN-1635,GL-4358,2024-04-08,10334.97
INV-4359,A-4006,VEN-1352,GL-4359,2024-04-08,6601.49
INV-4360,R-4003,VEN-1983,GL-4360,2024-04-08,1127.1
INV-4361,B-4012,VEN-1433,GL-4361,2024-04-08,12787.86
INV-4362,N-4006,VEN-1186,GL-4362,2024-04-09,10872.7
INV-4363,B-4003,VEN-2070,GL-4363,2024-04-09,2083.19
INV-4364,R-4006,VEN-1514,GL-4364,2024-04-09,3650.17
INV-4365,R-4006,VEN-2095,GL-4365,2024-04-09,1597.37
INV-4366,N-4009,VEN-1824,GL-4366,2024-04-09,3036.41
INV-4367,INV-4009,VEN-2181,GL-4367,2024-04-09,4915.79
INV-4368,B-4009,VEN-1429,GL-4368,2024-04-09,415.97
INV-4369,B-4012,VEN-1051,GL-4369,2024-04-09,834.18
INV-4370,B-4003,VEN-1245,GL-4370,2024-04-09,6403.23
INV-4371,N-4009,VEN-1015,GL-4371,2024-04-09,6358.84
INV-4372,A-4009,VEN-1434,GL-4372,2024-04-09,1262.61
INV-4373,INV-4006,VEN-2107,GL-4373,2024-04-09,7292.43
INV-4374,B-4015,VEN-1586,GL-4374,2024-04-09,1485.2
INV-4375,A-4003,VEN-1082,GL-4375,2024-04-09,1414.19
INV-4376,R-4003,VEN-1829,GL-4376,2024-04-09,2300.66
INV-4377,A-4003,VEN-1600,GL-4377,2024-04-09,547.32
INV-4378,R-4009,VEN-1023,GL-4378,2024-04-09,2202.78
INV-4379,B-4009,VEN-2124,GL-4379,2024-04-09,1951.44
INV-4380,INV-4006,VEN-1396,GL-4380,2024-04-09,2380.93
INV-4381,B-4006,VEN-1502,GL-4381,2024-04-10,506.66
INV-4382,N-4006,VEN-1126,GL-4382,2024-04-10,5269.24
INV-4383,A-4009,VEN-1921,GL-4383,2024-04-10,2538.32
INV-4384,R-4009,VEN-2136,GL-4384,2024-04-10,3252.9
INV-4385,R-4003,VEN-1302,GL-4385,2024-04-10,4933.32
INV-4386,INV-4003,VEN-1071,GL-4386,2024-04-10,213.96
INV-4387,N-4003,VEN-1072,GL-4387,2024-04-10,1336.71
INV-4388,A-4012,VEN-1591,GL-4388,2024-04-10,4705.42
INV-4389,B-4006,VEN-1044,GL-4389,2024-04-10,7748.8
INV-4390,A-4003,VEN-1336,GL-4390,2024-04-10,5792.34
INV-4391,R-4003,VEN-1374,GL-4391,2024-04-10,4532.01
INV-4392,B-4006,VEN-1371,GL-4392,2024-04-10,5434.81
INV-4393,B-4003,VEN-2249,GL-4393,2024-04-10,1978.81
INV-4394,INV-4006,VEN-1227,GL-4394,2024-04-10,4865.71
INV-4395,B-4009,VEN-1536,GL-4395,2024-04-10,789.76
INV-4396,N-4006,VEN-2222,GL-4396,2024-04-10,1378.94
INV-4397,INV-4003,VEN-1447,GL-4397,2024-04-10,5873.46
INV-4398,N-4006,VEN-1782,GL-4398,2024-04-10,1784.6
INV-4399,N-4006,VEN-1705,GL-4399,2024-04-10,508.82
INV-4400,A-4003,VEN-2011,GL-4400,2024-04-10,1083.24
INV-4401,N-4003,VEN-1660,GL-4401,2024-04-10,1100.76
INV-4402,A-4009,VEN-1485,GL-4402,2024-04-10,3257.62
INV-4403,A-4003,VEN-1165,GL-4403,2024-04-11,2544.9
INV-4404,INV-4009,VEN-1818,GL-4404,2024-04-11,957.25
INV-4405,B-4009,VEN-2209,GL-4405,2024-04-11,3667.27
INV-4406,A-4009,VEN-1437,GL-4406,2024-04-11,3982.77
INV-4407,R-4006,VEN-1159,GL-4407,2024-04-11,2077.72
INV-4408,B-4003,VEN-1048,GL-4408,2024-04-11,1331.19
INV-4409,INV-4006,VEN-1344,GL-4409,2024-04-11,2274.44
INV-4410,B-4003,VEN-1363,GL-4410,2024-04-11,536.41
INV-4411,R-4006,VEN-1402,GL-4411,2024-04-11,784.55
INV-4412,INV-4006,VEN-2147,GL-4412,2024-04-11,563.84
INV-4413,R-4006,VEN-1068,GL-4413,2024-04-11,3294.3
INV-4414,N-4006,VEN-1155,GL-4414,2024-04-11,3219.54
INV-4415,INV-4003,VEN-1554,GL-4415,2024-04-11,2149.19
INV-4416,B-4003,VEN-1702,GL-4416,2024-04-11,3983.19
INV-4417,A-4003,VEN-2040,GL-4417,2024-04-11,2742.94
INV-4418,B-4006,VEN-2058,GL-4418,2024-04-11,5507.23
INV-4419,A-4003,VEN-1097,GL-4419,2024-04-11,2686.36
INV-4420,A-4006,VEN-1086,GL-4420,2024-04-11,5319.72
INV-4421,B-4009,VEN-2065,GL-4421,2024-04-12,1980.91
INV-4422,R-4003,VEN-1016,GL-4422,2024-04-12,3703.11
INV-4423,N-4006,VEN-1229,GL-4423,2024-04-12,1224.38
INV-4424,INV-4003,VEN-2054,GL-4424,2024-04-12,5710.1
INV-4425,B-4006,VEN-2135,GL-4425,2024-04-12,957.6
INV-4426,R-4003,VEN-1794,GL-4426,2024-04-12,5423.42
INV-4427,A-4006,VEN-2210,GL-4427,2024-04-12,1174.58
INV-4428,N-4015,VEN-1408,GL-4428,2024-04-12,1532.26
INV-4429,R-4006,VEN-1291,GL-4429,2024-04-12,3085.83
INV-4430,N-4006,VEN-1801,GL-4430,2024-04-12,1969.85
INV-4431,INV-4003,VEN-1390,GL-4431,2024-04-12,860.77
INV-4432,B-4003,VEN-1513,GL-4432,2024-04-12,2529.05
INV-4433,N-4006,VEN-1195,GL-4433,2024-04-12,3411.22
INV-4434,B-4006,VEN-2109,GL-4434,2024-04-12,890.1
INV-4435,A-4003,VEN-1430,GL-4435,2024-04-12,1637.3
INV-4436,R-4012,VEN-2208,GL-4436,2024-04-12,406.78
INV-4437,A-4006,VEN-1578,GL-4437,2024-04-12,1630.39
INV-4438,INV-4003,VEN-1822,GL-4438,2024-04-12,5482.19
INV-4439,A-4003,VEN-1923,GL-4439,2024-04-12,2643.53
INV-4440,N-4009,VEN-1897,GL-4440,2024-04-12,2298.51
INV-4441,B-4015,VEN-1433,GL-4441,2024-04-15,13314.88
INV-4442,A-4012,VEN-1122,GL-4442,2024-04-15,3793.1
INV-4443,A-4012,VEN-2064,GL-4443,2024-04-15,5905.75
INV-4444,B-4003,VEN-1164,GL-4444,2024-04-15,3134.74
INV-4445,N-4006,VEN-1943,GL-4445,2024-04-15,7476.67
INV-4446,INV-4006,VEN-1390,GL-4446,2024-04-15,2721.72
INV-4447,INV-4003,VEN-1873,GL-4447,2024-04-15,3049.18
INV-4448,N-4009,VEN-1126,GL-4448,2024-04-15,1542.52
INV-4449,B-4003,VEN-1833,GL-4449,2024-04-15,2885.16
INV-4450,R-4009,VEN-1442,GL-4450,2024-04-15,556.64
INV-4451,N-4006,VEN-2207,GL-4451,2024-04-15,1924.67
INV-4452,INV-4006,VEN-1179,GL-4452,2024-04-15,1821.46
INV-4453,N-4003,VEN-1773,GL-4453,2024-04-15,3274.25
INV-4454,B-4006,VEN-1833,GL-4454,2024-04-15,2942.91
INV-4455,R-4006,VEN-1527,GL-4455,2024-04-15,967.58
INV-4456,N-4012,VEN-1146,GL-4456,2024-04-15,2072.87
INV-4457,B-4006,VEN-2249,GL-4457,2024-04-15,4899.6
INV-4458,INV-4009,VEN-1498,GL-4458,2024-04-15,3936.62
INV-4459,INV-4006,VEN-1339,GL-4459,2024-04-15,1174.78
INV-4460,INV-4003,VEN-1358,GL-4460,2024-04-15,5216.57
INV-4461,INV-4003,VEN-1054,GL-4461,2024-04-15,6224.37
INV-4462,INV-4006,VEN-2221,GL-4462,2024-04-15,1879.74
INV-4463,N-4003,VEN-2246,GL-4463,2024-04-15,599.75
INV-4464,N-4006,VEN-1012,GL-4464,2024-04-15,6130.43
INV-4465,R-4006,VEN-1314,GL-4465,2024-04-15,3605.17
INV-4466,N-4003,VEN-1935,GL-4466,2024-04-15,5796.7
INV-4467,B-4012,VEN-1232,GL-4467,2024-04-15,4017.09
INV-4468,B-4003,VEN-1787,GL-4468,2024-04-15,2478.92
INV-4469,A-4012,VEN-2168,GL-4469,2024-04-15,5104.42
INV-4470,R-4006,VEN-1273,GL-4470,2024-04-15,2404.77
INV-4471,B-4009,VEN-1502,GL-4471,2024-04-15,2443.2
INV-4472,B-4018,VEN-1433,GL-4472,2024-04-16,16094.17
INV-4473,A-4012,VEN-1081,GL-4473,2024-04-16,10267.29
INV-4474,INV-4003,VEN-1276,GL-4474,2024-04-16,3660.71
INV-4475,INV-4006,VEN-1219,GL-4475,2024-04-16,2204.36
INV-4476,INV-4012,VEN-1262,GL-4476,2024-04-16,5349.04
INV-4477,INV-4006,VEN-1640,GL-4477,2024-04-16,883.71
INV-4478,B-4003,VEN-1995,GL-4478,2024-04-16,2466.79
INV-4479,R-4009,VEN-1828,GL-4479,2024-04-16,2121.96
INV-4480,A-4003,VEN-1345,GL-4480,2024-04-16,1991.0
INV-4481,INV-4003,VEN-1869,GL-4481,2024-04-16,5814.64
INV-4482,N-4006,VEN-2030,GL-4482,2024-04-16,6125.53
INV-4483,A-4009,VEN-1986,GL-4483,2024-04-16,747.01
INV-4484,INV-4003,VEN-1085,GL-4484,2024-04-16,3955.35
INV-4485,INV-4012,VEN-1002,GL-4485,2024-04-17,306.66
INV-4486,N-4009,VEN-2191,GL-4486,2024-04-17,9210.29
INV-4487,N-4003,VEN-1157,GL-4487,2024-04-17,5130.02
INV-4488,A-4003,VEN-1176,GL-4488,2024-04-17,2994.81
INV-4489,R-4009,VEN-1291,GL-4489,2024-04-17,5256.41
INV-4490,N-4003,VEN-1143,GL-4490,2024-04-17,7410.27
INV-4491,B-4009,VEN-1646,GL-4491,2024-04-17,644.79
INV-4492,B-4003,VEN-1526,GL-4492,2024-04-17,778.54
INV-4493,N-4003,VEN-1774,GL-4493,2024-04-17,5349.86
INV-4494,INV-4003,VEN-1727,GL-4494,2024-04-17,4886.19
INV-4495,A-4003,VEN-1089,GL-4495,2024-04-17,5964.39
INV-4496,B-4003,VEN-1730,GL-4496,2024-04-17,6552.26
INV-4497,N-4006,VEN-1138,GL-4497,2024-04-17,4900.19
INV-4498,INV-4003,VEN-1139,GL-4498,2024-04-17,5446.35
INV-4499,B-4009,VEN-2088,GL-4499,2024-04-17,11914.29
INV-4500,B-4006,VEN-1665,GL-4500,2024-04-17,2165.56
INV-4501,N-4009,VEN-1186,GL-4501,2024-04-17,3661.23
INV-4502,A-4003,VEN-1128,GL-4502,2024-04-17,3685.31
INV-4503,N-4006,VEN-2014,GL-4503,2024-04-17,3653.09
INV-4504,INV-4003,VEN-1672,GL-4504,2024-04-18,3540.69
INV-4505,R-4003,VEN-1457,GL-4505,2024-04-18,2343.89
INV-4506,N-4006,VEN-2237,GL-4506,2024-04-18,1123.09
INV-4507,R-4006,VEN-1302,GL-4507,2024-04-18,498.21
INV-4508,INV-4009,VEN-1418,GL-4508,2024-04-18,914.73
INV-4509,B-4003,VEN-1008,GL-4509,2024-04-18,782.64
INV-4510,R-4009,VEN-1422,GL-4510,2024-04-18,2311.55
INV-4511,N-4009,VEN-1295,GL-4511,2024-04-18,7839.8
INV-4512,A-4006,VEN-1771,GL-4512,2024-04-18,6658.58
INV-4513,A-4003,VEN-2151,GL-4513,2024-04-18,3219.63
INV-4514,R-4009,VEN-1557,GL-4514,2024-04-18,2230.38
INV-4515,N-4003,VEN-1639,GL-4515,2024-04-18,11521.42
INV-4516,A-4003,VEN-1676,GL-4516,2024-04-18,695.33
INV-4517,N-4009,VEN-1744,GL-4517,2024-04-18,925.12
INV-4518,N-4006,VEN-1908,GL-4518,2024-04-18,4322.85
INV-4519,A-4006,VEN-1318,GL-4519,2024-04-18,2636.15
INV-4520,R-4003,VEN-1410,GL-4520,2024-04-18,2911.82
INV-4521,INV-4009,VEN-1508,GL-4521,2024-04-18,2332.57
INV-4522,B-4003,VEN-1552,GL-4522,2024-04-18,3762.49
INV-4523,B-4009,VEN-1701,GL-4523,2024-04-18,1964.49
INV-4524,INV-4012,VEN-1612,GL-4524,2024-04-18,2454.79
INV-4525,INV-4006,VEN-1389,GL-4525,2024-04-18,3192.45
INV-4526,INV-4006,VEN-2162,GL-4526,2024-04-18,2287.67
INV-4527,A-4006,VEN-1572,GL-4527,2024-04-18,8464.17
INV-4528,N-4006,VEN-1492,GL-4528,2024-04-18,2592.98
INV-4529,N-4003,VEN-1598,GL-4529,2024-04-18,10000.67
INV-4530,R-4006,VEN-1016,GL-4530,2024-04-18,2987.16
INV-4531,B-4003,VEN-1507,GL-4531,2024-04-18,4821.78
INV-4532,B-4006,VEN-1751,GL-4532,2024-04-18,4166.37
INV-4533,R-4030,VEN-1899,GL-4533,2024-04-19,1362.16
INV-4534,R-4006,VEN-1695,GL-4534,2024-04-19,8854.15
INV-4535,A-4006,VEN-1165,GL-4535,2024-04-19,1036.73
INV-4536,B-4006,VEN-1913,GL-4536,2024-04-19,1986.13
INV-4537,INV-4003,VEN-1740,GL-4537,2024-04-19,1769.28
INV-4538,B-4003,VEN-2192,GL-4538,2024-04-19,3724.33
INV-4539,N-4003,VEN-1580,GL-4539,2024-04-19,3344.85
INV-4540,A-4012,VEN-1921,GL-4540,2024-04-19,1242.51
INV-4541,INV-4006,VEN-1504,GL-4541,2024-04-19,5530.34
INV-4542,A-4003,VEN-1954,GL-4542,2024-04-19,2436.25
INV-4543,B-4006,VEN-1310,GL-4543,2024-04-19,2107.8
INV-4544,R-4003,VEN-1893,GL-4544,2024-04-19,4809.58
INV-4545,N-4012,VEN-1295,GL-4545,2024-04-19,4659.37
INV-4546,INV-4006,VEN-1704,GL-4546,2024-04-19,3390.55
INV-4547,N-4006,VEN-1218,GL-4547,2024-04-19,8233.0
INV-4548,INV-4003,VEN-1630,GL-4548,2024-04-19,4309.38
INV-4549,B-4003,VEN-1403,GL-4549,2024-04-19,2720.84
INV-4550,R-4003,VEN-1743,GL-4550,2024-04-19,2835.43
INV-4551,B-4009,VEN-1663,GL-4551,2024-04-19,4683.08
INV-4552,B-4006,VEN-1941,GL-4552,2024-04-19,4168.8
INV-4553,R-4006,VEN-1779,GL-4553,2024-04-19,3086.96
INV-4554,B-4003,VEN-1589,GL-4554,2024-04-19,2619.98
INV-4555,R-4006,VEN-1983,GL-4555,2024-04-19,3556.48
INV-4556,A-4006,VEN-1509,GL-4556,2024-04-19,4457.66
INV-4557,R-4033,VEN-1899,GL-4557,2024-04-22,521.83
INV-4558,INV-4015,VEN-1002,GL-4558,2024-04-22,401.86
INV-4559,N-4009,VEN-1138,GL-4559,2024-04-22,2899.28
INV-4560,B-4009,VEN-1917,GL-4560,2024-04-22,2416.73
INV-4561,N-4009,VEN-1196,GL-4561,2024-04-22,2456.67
INV-4562,R-4003,VEN-1152,GL-4562,2024-04-22,6505.42
INV-4563,B-4012,VEN-1536,GL-4563,2024-04-22,487.15
INV-4564,N-4003,VEN-1271,GL-4564,2024-04-22,4957.89
INV-4565,R-4003,VEN-1075,GL-4565,2024-04-22,2291.25
INV-4566,N-4009,VEN-1210,GL-4566,2024-04-22,1625.73
INV-4567,A-4006,VEN-2103,GL-4567,2024-04-22,4354.19
INV-4568,N-4006,VEN-1183,GL-4568,2024-04-22,2778.99
INV-4569,INV-4003,VEN-1356,GL-4569,2024-04-22,5170.91
INV-4570,INV-4012,VEN-1418,GL-4570,2024-04-22,1546.98
INV-4571,R-4006,VEN-1936,GL-4571,2024-04-22,655.55
INV-4572,INV-4006,VEN-1670,GL-4572,2024-04-22,2136.73
INV-4573,A-4015,VEN-2064,GL-4573,2024-04-23,6133.5
INV-4574,N-4003,VEN-2152,GL-4574,2024-04-23,4255.54
INV-4575,B-4006,VEN-1033,GL-4575,2024-04-23,4892.25
INV-4576,INV-4012,VEN-1634,GL-4576,2024-04-23,2158.73
INV-4577,R-4006,VEN-1829,GL-4577,2024-04-23,1197.81
INV-4578,INV-4009,VEN-1305,GL-4578,2024-04-23,1954.92
INV-4579,B-4006,VEN-2235,GL-4579,2024-04-23,683.89
INV-4580,R-4003,VEN-1454,GL-4580,2024-04-23,4223.67
INV-4581,B-4006,VEN-1330,GL-4581,2024-04-23,2967.91
INV-4582,INV-4003,VEN-1386,GL-4582,2024-04-23,6941.91
INV-4583,A-4003,VEN-2025,GL-4583,2024-04-23,3019.93
INV-4584,A-4003,VEN-1147,GL-4584,2024-04-23,3576.36
INV-4585,INV-4003,VEN-1427,GL-4585,2024-04-23,3017.45
INV-4586,INV-4006,VEN-1250,GL-4586,2024-04-23,1450.06
INV-4587,A-4003,VEN-1379,GL-4587,2024-04-23,196.21
INV-4588,R-4006,VEN-1718,GL-4588,2024-04-23,3343.11
INV-4589,R-4003,VEN-2145,GL-4589,2024-04-23,2038.57
INV-4590,B-4009,VEN-1751,GL-4590,2024-04-23,1533.62
INV-4591,R-4009,VEN-1323,GL-4591,2024-04-23,833.26
INV-4592,B-4012,VEN-1206,GL-4592,2024-04-23,3401.27
INV-4593,N-4006,VEN-1768,GL-4593,2024-04-23,1553.54
INV-4594,B-4006,VEN-2061,GL-4594,2024-04-23,1092.72
INV-4595,N-4009,VEN-1448,GL-4595,2024-04-23,944.5
INV-4596,R-4006,VEN-1529,GL-4596,2024-04-23,375.36
INV-4597,N-4009,VEN-2004,GL-4597,2024-04-23,2923.02
INV-4598,R-4003,VEN-1715,GL-4598,2024-04-23,538.86
INV-4599,B-4009,VEN-1729,GL-4599,2024-04-24,1912.41
INV-4600,A-4003,VEN-1902,GL-4600,2024-04-24,5338.37
INV-4601,R-4009,VEN-1296,GL-4601,2024-04-24,6959.36
INV-4602,B-4003,VEN-1100,GL-4602,2024-04-24,3416.01
INV-4603,R-4006,VEN-1049,GL-4603,2024-04-24,3643.3
INV-4604,INV-4006,VEN-1989,GL-4604,2024-04-24,330.63
INV-4605,B-4012,VEN-1837,GL-4605,2024-04-24,2044.16
INV-4606,INV-4006,VEN-1276,GL-4606,2024-04-24,1567.96
INV-4607,A-4012,VEN-1275,GL-4607,2024-04-24,5486.67
INV-4608,A-4006,VEN-1569,GL-4608,2024-04-24,1741.07
INV-4609,N-4012,VEN-1824,GL-4609,2024-04-24,1355.3
INV-4610,B-4006,VEN-1274,GL-4610,2024-04-24,6543.68
INV-4611,R-4009,VEN-1695,GL-4611,2024-04-25,9292.99
INV-4612,A-4015,VEN-1391,GL-4612,2024-04-25,3150.61
INV-4613,INV-4006,VEN-1063,GL-4613,2024-04-25,5992.18
INV-4614,A-4003,VEN-1523,GL-4614,2024-04-25,2121.99
INV-4615,INV-4006,VEN-2055,GL-4615,2024-04-25,502.55
INV-4616,INV-4015,VEN-1585,GL-4616,2024-04-25,2172.82
INV-4617,INV-4009,VEN-1700,GL-4617,2024-04-25,1762.48
INV-4618,R-4006,VEN-1715,GL-4618,2024-04-25,2270.91
INV-4619,A-4003,VEN-1342,GL-4619,2024-04-25,610.53
INV-4620,A-4006,VEN-1366,GL-4620,2024-04-25,4805.37
INV-4621,R-4006,VEN-1958,GL-4621,2024-04-25,2100.42
INV-4622,B-4006,VEN-1093,GL-4622,2024-04-25,4027.96
INV-4623,INV-4003,VEN-1689,GL-4623,2024-04-25,523.42
INV-4624,B-4003,VEN-2139,GL-4624,2024-04-25,8756.28
INV-4625,INV-4003,VEN-1297,GL-4625,2024-04-25,248.3
INV-4626,INV-4009,VEN-1446,GL-4626,2024-04-25,810.0
INV-4627,A-4006,VEN-1825,GL-4627,2024-04-25,5762.63
INV-4628,INV-4009,VEN-1389,GL-4628,2024-04-25,4549.88
INV-4629,INV-4006,VEN-1830,GL-4629,2024-04-25,4718.95
INV-4630,INV-4009,VEN-1830,GL-4630,2024-04-25,4718.95
INV-4631,N-4039,VEN-1939,GL-4631,2024-04-26,1068.66
INV-4632,INV-4018,VEN-1756,GL-4632,2024-04-26,8168.7
INV-4633,N-4015,VEN-1123,GL-4633,2024-04-26,5606.83
INV-4634,R-4009,VEN-1337,GL-4634,2024-04-26,1499.56
INV-4635,N-4006,VEN-1633,GL-4635,2024-04-26,1461.22
INV-4636,INV-4009,VEN-2055,GL-4636,2024-04-26,4229.18
